reference,from_in_text_selection,article,quote,coder,page,reference_type
a2001-40-MOL_ECOL_Swofford-1998,a2001-40-MOL_ECOL_MD04,a2001-40-MOL_ECOL,"Swofford DL (1998) PAUP*. Phylogenetic Analysis Using Parsimony(*and Other Methods), Version 4. Sinauer Associates, Sunderland",shruthikrish,14,user guide
PMC2447753_Morgenstern_1999,PMC2447753_TZ16,PMC2447753," Morgenstern,B. (1999) Dialign 2: improvement of the segment-to-segment approach to multiple sequence alignment.Bioinformatics,15, 211–218.",realrichardparker,5,publication
PMC3749580_Eisenhauer-2009,PMC3749580_AN01,PMC3749580,"Eisenhauer EA, Therasse P, Bogaerts J, Schwartz LH, Sargent D, Ford R, Dancey J, Arbuck S, Gwyther S, Mooney M, Rubinstein L, Shankar L, Dodd L, Kaplan R, Lacombe D, Verweij J (2009) New response evaluation criteria in solid tumours: revised RECIST guideline (version 1.1). Eur J Cancer 45: 228–247.",ankimnguyen,7,publication
PMC5435914_Bailey-1994,PMC5435914_TL08,PMC5435914," Bailey,T.L. and Elkan,C. (1994) Fitting a mixture model by
expectation maximization to discover motifs in biopolymers. Proc.
Int. Conf. Intell. Syst. Mol. Biol., 2, 28–36.",tonyli0409,14,publication
PMC1636350-Notredame-2000,PMC1636350_MS01,PMC1636350,"Notredame,C., Higgins,D.G. and Heringa,J. (2000) T-Coffee: a novelmethod for fast and accurate multiple sequence alignment.J. Mol.Biol.,302, 205–217.",mjsong1201,10,publication
PMC2682500_Roten_2000,PMC2682500_TZ11,PMC2682500,"Roten S, Skaletsky HJ.2000. Primer3 on the WWW for generalusers and for biologist programmers. In: Krawetz S, Misener S, eds.Bioinformatics methods and protocols: methods in molecular biology.Totowa, NJ: Humana Press, 365–386.",realrichardparker,14,publication
10.3846%2Fjbem.2010.28_Kersten01,10.3846%2Fjbem.2010.28_JWC01,10.3846%2Fjbem.2010.28,"Kersten, G. E.; Noronha, S. J. 1999. WWW-based negotiation support: design, implementation and use, Decision Support Systems 25(2): 135–154. ",jackchristen,21,publication
PMC5091022_Leao-2016,PMC5091022_MS01,PMC5091022,"EPI-INFO.Versão7.4parawindows,produzidoedistribuídogratuitamentepeloCentrodeControledeDoenc ̧as–CDC;2015.Availablefrom:www.cdc.gov/epiinfo[accessed30.01.15].",mjsong1201,7,publication
PMC3007589_R-2008,PMC3007589_HR02,PMC3007589,"R Development Core Team.R: A Language and Environment for StatisticalComputing. Version 2.5.1. Vienna, Austria, 2008.",henryrossiter,10,project_name
PMC4540966_Crooks01,PMC4540966_JWC09,PMC4540966,"Crooks  GE,    Hon  G,  Chandonia  J-M,  Brenner  SE.",jackchristen,17,publication
PMC5050532_Yang-2011,PMC5050532_BB03,PMC5050532,"Yang, J.S., Nam, H.J., Seo, M., Han, S.K., Choi, Y., Nam, H.G., Lee, S.J., and Kim, S. (2011). OASIS: online application for the survival analysis of lifespan assays performed in aging research. PLoS One 6, e23525.",brentbiglin,7,publication
PMC3589787_Tamura-2007,PMC3589787_MS09,PMC3589787,"TamuraK,DudleyJ,NeiM,KumarS.2007.MEGA4:Molecularevolutionarygeneticsanalysis(MEGA)softwareversion4.0.MolecularBiologyandEvolution24:1596–1599.",mjsong1201,15,publication
PMC5308435_Herment-2010,PMC5308435_MZ02,PMC5308435,"Herment A, Kachenoura N, Lefort M, et al. Automatedsegmentation of the aorta from phase contrast MRimages: validation against expert tracing in healthy vol-unteers and in patients with a dilated aorta.J  MagnReson Imaging2010; 31: 881–888.",oceanwall,8,publication
PMC1636350-Thompson-1994,PMC1636350_MS24,PMC1636350,"Thompson,J.D., Higgins,D.G. and Gibson,T.J. (1994) CLUSTAL W:improving the sensitivity of progressive multiple sequence alignmentthrough sequence weighting, position-specific gap penalties and weightmatrix choice.Nucleic Acids Res.,22, 4673–4680.",mjsong1201,10,publication
PMC3105518_Arnold-2006,PMC3105518_HR03,PMC3105518,"Arnold,  K.,  L.  Bordoli,  J.  Kopp,  and  T.  Schwede.  2006.  The SWISS-MODEL  workspace:  a  web-based  environment  for  pro-tein  structure  homology  modelling. Bioinformatics.  22:195–201. ",henryrossiter,11,project_name
doi-cited:10.1086%2Fma.20.3585423_juillard-2001,10.1086%2Fma.20.3585423_TL02,10.1086%2Fma.20.3585423,"Juillard, M. (2001). ""Dynare: A Program for Solving and Estimating Rational Expectation
Models,"" http://www.cepremap.cnrs.fr/",tonyli0409,56,project_page
PMC2935446_Shimizu-2007b,PMC2935446_AN17,PMC2935446,"Shimizu,K. et al. (2007b) Predicting mostly disordered proteins by using structure unknown protein data. BMC Bioinformatics, 8, 78.",ankimnguyen,8,publication
PMC1636350_DO-2005,PMC1636350_CM109,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",anneclarisse,11,publication
PMC4271550_Gentleman-2004,PMC4271550_MZ05,PMC4271550,"Gentleman RC, Carey VJ, Bates DM, Bolstad B, Dettling M, Dudoit S,Ellis B, Gautier L, Ge Y, Gentry J, Hornik K, Hothorn T, Huber W,Iacus S, Irizarry R, Leisch F, Li C, Maechler M, Rossini AJ, Sawitzki G,Smith C, Smyth G, Tierney L, Yang JY, Zhang J.2004. Bioconductor:open software development for computational biology and bioinformat-ics. Genome Biol.5:R80.http://dx.doi.org/10.1186/gb-2004-5-10-r80.",oceanwall,4,publication
PMC3589787_Huelsenbeck-2001,PMC3589787_MS08,PMC3589787,"Huelsenbeck JP, Ronquist F. 2001. MrBayes: Bayesian inference of phylogenetic trees. Bioinformatics 17: 754-755",brentbiglin,15,publication
PMC3589787_Huelsenbeck-2001,PMC3589787_MS08,PMC3589787,"Huelsenbeck JP, Ronquist F. 2001. MrBayes: Bayesian inference of phylogenetic trees. Bioinformatics 17: 754-755",mjsong1201,15,publication
PMC3589787_Huelsenbeck-2001,PMC3589787_MS08,PMC3589787,"HuelsenbeckJP,RonquistF.2001.MrBayes:Bayesianinferenceofphylo-genetictrees.Bioinformatics17:754–755.",brentbiglin,15,publication
PMC3589787_Huelsenbeck-2001,PMC3589787_MS08,PMC3589787,"HuelsenbeckJP,RonquistF.2001.MrBayes:Bayesianinferenceofphylo-genetictrees.Bioinformatics17:754–755.",mjsong1201,15,publication
10.1257%2Fjep.23.3.37_Evans-2009,10.1257%2Fjep.23.3.37_TL01,10.1257%2Fjep.23.3.37,"Evans, David, and Richard Schmalensee.
2009. “Platform Failure: Critical Mass in Platform
Businesses.” Available at SSRN: http://
ssrn.com/abstract1353502.",tonyli0409,23,publication
PMC4666316_TZ06_Hepburn_2003,PMC4666316_TZ06,PMC4666316,"Hepburn KW, Lewis M, Sherman CW, Tornatore J. The Savvy Care-giver program: developing and testing a transportable dementia family caregiver training program. Gerontologist. 2003; 43(6):908–915. [PubMed: 14704391]",realrichardparker,13,publication
PMC3384331_Guindon-2003,PMC3384331_MZ25,PMC3384331,"Guindon,S. and Gascuel,O. (2003) A simple, fast, and accuratealgorithm to estimate large phylogenies by maximum likelihood.Syst. Biol.,52, 696–704.",oceanwall,12,publication
PMC1636350-Thompson-1994,PMC1636350_MS30,PMC1636350,"Thompson,J.D., Higgins,D.G. and Gibson,T.J. (1994) CLUSTAL W:improving the sensitivity of progressive multiple sequence alignmentthrough sequence weighting, position-specific gap penalties and weightmatrix choice.Nucleic Acids Res.,22, 4673–4680.",mjsong1201,10,publication
PMC4832085_R-2014,PMC4832084_TL01,PMC4832084," R Core Team (2014). R: A Language and Environment for Statistical Computing. R
Foundation for Statistical Computing, Vienna, Austria. URL http://www.R-project.org/.",tonyli0409,7,project_page
PMC4103605_Meglécz-2010,PMC4103605_MZ05,PMC4103605,"MEGLÉCZ   ,      E .    ,      C .       COSTEDOAT   ,      V .       DUBUT   ,      A .       GILLES   ,      T .       MALAUSA   ,      N .       PACH   ,  AND     J.  F.      MARTIN  .  2010 .    QDD: A user-friendly program to select mi-crosatellite markers and design primers from large sequencing proj-ects.     Bioinformatics (Oxford, England)     26 :   403 – 404 .  ",oceanwall,3,publication
PMC3419515_Edgar01,PMC3419515_JWC05,PMC3419515,Edgar RC.2004. MUSCLE: multiple sequence alignment with high accu-racy and high throughput. Nucleic Acids Res.32:1792–1797.,jackchristen,7,publication
PMC4292688_Abric_2000,PMC4292688_SS01,PMC4292688,"Abric JC. A Abordagem Estrutural das Representações Sociais. In: Moreira ASP, Oliveira DC. Estudos interdisciplinares em Representação Social. Goiânia: AB Editora; 2000. p. 27-38.",sahilshahh,8,publication
PMC4292688_Abric_2001,PMC4292688_SS01,PMC4292688,Abric JC. Metodología de recolección de las representaciones sociales. In: Abric JC. Prácticas sociales y representaciones. México: Ediciones Coyoacán;2001. p. 53-74.,sahilshahh,8,publication
PMC3589787_Bonants-2010,PMC3589787_MS01,PMC3589787,"BonantsP,GroenewaldE,RasplusJY,MaesM,VosPde,etal.2010.QBOL:anewEUprojectfocusingonDNAbarcodingofquarantineorganisms.EPPOBulletin40:30–33.",mjsong1201,14,publication
PMC3013677-Finn-2010,PMC3013677_MS17,PMC3013677,"Finn,R.D., Mistry,J., Tate,J., Coggill,P., Heger,A., Pollington,J.E.,Gavin,O.L., Gunasekaran,P., Ceric,G., Forslund,K.et al. (2010)The Pfam protein families database.Nucleic Acids Res.,38,D211–D222.",mjsong1201,6,publication
PMC2773253_Carrere-2006,PMC2773253_TL23,PMC2773253,"Carrere,S. and Gouzy,J. (2006) REMORA: a pilot in the ocean of BioMoby webservices.
Bioinformatics, 22, 900–901.",tonyli0409,7,publication
PMC2556094_Leslie-1995,PMC2556094_HR01,PMC2556094,"Leslie  AGW  (1995)MOSFLM Users Guide.  Cambridge,  UK:  MRCLaboratory of Molecular Biology",henryrossiter,10,user_guide
PMC5478307_Wang-2010,PMC5478307_SK03,PMC5478307,"Wang K, Li M, Hakonarson H. ANNOVAR: functional annotation ofgenetic variants from high-throughput sequencing data. Nucleic AcidsRes 2010;38:e164.",shruthikrish,7,publication
PMC5478307_Wang-2010,PMC5478307_SK03,PMC5478307,"Wang K, Li M, Hakonarson H. ANNOVAR: functional annotation ofgenetic variants from high-throughput sequencing data. Nucleic AcidsRes 2010;38:e164.",mjsong1201,7,publication
PMC2773253_Navas-Delgado-2006,PMC2773253_TL15,PMC2773253,"Navas-Delgado,I. et al. (2006) Intelligent client for integrating bioinformatics services.
Bioinformatics, 22, 106–111.",tonyli0409,7,publication
PMC3138425_Smit-2008,PMC3138425_TL08,PMC3138425,"Smit A, Hubley R. 2008–2010. RepeatModeler Open-1.0. [cited 2011 Jun
16]. Available from: http://www.repeatmasker.org",tonyli0409,12,project_page
PMC3366639_Accelrys-2006,PMC3366639_MP01,PMC3366639,"Accelrys, Materials Studio. http://accelrys.com/products/materials-studio/ (2006)",meganpearson,7,project_page
10.1007%2Fs00191-018-0558-4_R-2009,10.1007%2Fs00191-018-0558-4_TL04,10.1007%2Fs00191-018-0558-4,"R Development Core Team (2009) R: a language and environment for statistical computing, R foundation
for statistical computing. Vienna, Austria. ISBN 3-900051-07-0. http://www.R-project.org",tonyli0409,36,project_page
PMC3995286_RFoundation-2011,PMC3995286_MZ01,PMC3995286,"R:  A  Language  and  Environment  for  Statistical  Computing. Vienna, Austria:R Foundation for Statistical Computing, 2011.",oceanwall,9,project_name
PMC4898791_Bryant_2012,PMC4898791_TZ01,PMC4898791,"Bryant D, Bouckaert R, Felsenstein J, Rosenberg NA, RoyChoudhury A.2012. Inferring species  trees  directly  from biallelic  genetic  markers:bypassing  gene  trees  in  a  full  coalescent  analysis.  Mol  Biol  Evol.29(8):1917–1932.",realrichardparker,12,publication
PMC3384331_Crooks-2004,PMC3384331_MZ21,PMC3384331,"Crooks,G.E., Hon,G., Chandonia,J.M. and Brenner,S.E. (2004)WebLogo: a sequence logo generator.Genome Res.,14,1188–1190.",oceanwall,12,publication
PMC2911847_Waterhouse-2009,PMC2911847_CM05,PMC2911847,"Waterhouse,A.M., Procter,J.B., Martin,D.M.et al. (2009) JalviewVersion 2–a multiple sequence alignment editor and analysis work-bench.Bioinformatics,25, 1189–1191.",anneclarisse,3,publication
PMC4176174_Ludtke01,PMC4176174_JWC04,PMC4176174,"Ludtke,S.J., Baldwin,P.R. and Chiu,W. (1999) EMAN:semiautomated software for high-resolution single-particlereconstructions.J. Struct. Biol.,128, 82–97.",jackchristen,14,publication
PMC1636350-Do-2005,PMC1636350_MS40,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",mjsong1201,3,publication
PMC3246293_Bockholt,PMC3246293_JS52,PMC3246293,"Bockholt, H. J., Scully, M., Courtney,
W., Rachakonda, S., Scott, A.,
Caprihan, A., Fries, J., Kalyanam,
R., Segall, J. M., de la Garza, R.,
Lane, S., and Calhoun, V. D. (2010).
Mining the mind research network:
a novel framework for exploring
large scale, heterogeneous translational
neuroscience research data
sources. Front. Neuroinform. 3:36.
doi:10.3389/neuro.11.036.2009",jaskiratsingh23,8,publication
PMC2626662_Laskowski01,PMC2626662_JWC19,PMC2626662,"DeLano ,  W.L. 2002 . The PyMOL molecular graphics system. Available at  http://www.pymol.org  (accessed March 4, 2006). ",jackchristen,11,project_page
PMC2626662_Laskowski01,PMC2626662_JWC19,PMC2626662,"DeLano ,  W.L. 2002 . The PyMOL molecular graphics system. Available at  http://www.pymol.org  (accessed March 4, 2006). ",jackchristen,11,publication
PMC2626662_Laskowski01,PMC2626662_JWC19,PMC2626662,"Laskowski ,  R.A. ,  M.W. MacArthur ,  D.S. Moss , and  J.M. Thornton . 1993 .  PROCHECK: a program to check the stereochemical quality of protein structures. J. Appl. Cryst.26 : 283 – 291 .  ",jackchristen,11,project_page
PMC2626662_Laskowski01,PMC2626662_JWC19,PMC2626662,"Laskowski ,  R.A. ,  M.W. MacArthur ,  D.S. Moss , and  J.M. Thornton . 1993 .  PROCHECK: a program to check the stereochemical quality of protein structures. J. Appl. Cryst.26 : 283 – 291 .  ",jackchristen,11,publication
PMC4176174_Scheres01,PMC4176174_JWC05,PMC4176174,"Scheres,S.H. (2010) Classification of structural heterogeneity bymaximum-likelihood methods.Methods Enzymol.,482, 295–320.",jackchristen,14,publication
PMC3365791_Greenhalgh_2010,PMC3365791_TZ15,PMC3365791,"Greenhalgh T, Hinder S, Stramer K, Bratan T, Russell J.
    Adoption, non-adoption, and abandonment of a personal
    electronic health record: case study of HealthSpace. BMJ
    2010;341:c5814",realrichardparker,7,publication
PMC5147225_OpenCAD-2015,PMC5147225_CF01,PMC5147225,"2. OpenSCAD. http://www.openscad.org/. Accessed Octo-ber 8, 2015.",caifand,1,project_page
PMC1933234_EMBOSS,PMC1933234_FJ05,PMC1933234,"Rice,P., Longden,I. and Bleasby,A. (2000) EMBOSS: the European Molecular Biology Open Software Suite. Trends Genet., 16, 276–277",jasleen29,6,project_name
PMC1636350-Do-2005,PMC1636350_MS27,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",mjsong1201,3,publication
PMC4615214_Lai-2012,PMC4615214_HR02,PMC4615214,"96. Lai, D., Proctor, J., Zhu, J. & Meyer, I. R-chie: a webserver and r package for visualizing RNA secondarystructures. Nucleic Acids Res 2012; 40:e95.",henryrossiter,16,project_name
PMC4895162_Robinson01,PMC4895162_JWC01,PMC4895162,"Robinson JT, Thorvaldsdottir H, Winckler W, Guttman M, Lander ES, Getz Get al.Integrative genomics viewer.Nat Biotechnol2011;29:24–26.",jackchristen,8,publication
PMC4895162_Thorvaldsdottir01,PMC4895162_JWC01,PMC4895162,"Thorvaldsdottir H, Robinson JT, Mesirov JP. Integrative Genomics Viewer (IGV):high-performance genomics data visualization and exploration.Brief Bioinform2013;14: 178–192.",jackchristen,8,publication
PMC4230595_Taylor2011,PMC4230595_HR02,PMC4230595,"Taylor MJ, Perrais D, Merrifield CJ (2011). A high precision survey of the molecular dynamics of mammalian clathrin-mediated endocytosis. PLoS Biol 9, e1000604.",henryrossiter,11,publication
PMC3630384-Li-2009,PMC3630384_MS02,PMC3630384,"Li H, Durbin R. Fast and accurate short read alignment with Burrows-Wheeler transform. Bioinformatics 2009;25:1754- 1760.",mjsong1201,8,publication
PMC3630384-Li-2009,PMC3630384_MS02,PMC3630384,"Li H, Handsaker B, Wysoker A, Fennell T, Ruan J, Homer N, et al. The Sequence Alignment/Map format and SAMtools. Bioinformatics 2009;25:2078-2079.",mjsong1201,8,publication
10.1007%2Fs11166-011-9127-z_Fischbacher-2007,10.1007%2Fs11166-011-9127-z_TL01,10.1007%2Fs11166-011-9127-z,"Fischbacher, U. (2007). z-Tree: Zurich toolbox for ready-made economic experiments. Experimental
Economics, 10, 171–178",tonyli0409,20,publication
PMC1636350_DO-2005,PMC1636350_CM35,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",anneclarisse,11,publication
PMC3384331_Rose-2002,PMC3384331_MZ12,PMC3384331,"Rose,R.W., Bru ̈ser,T., Kissinger,J.C. and Pohlschro ̈der,M. (2002)Adaptation of protein secretion to extremely high-salt conditionsby extensive use of the twin-arginine translocation pathway.Mol. Microbiol.,45, 943–950.",oceanwall,11,publication
PMC5478307_McKenna-2010,PMC5478307_SK02,PMC5478307,"McKenna A, Hanna M, Banks E, et al. The Genome Analysis Toolkit: aMapReduce framework for analyzing next-generation DNA sequencingdata. Genome Res 2010;20:1297–303.",shruthikrish,7,publication
PMC5478307_McKenna-2010,PMC5478307_SK02,PMC5478307,"McKenna A, Hanna M, Banks E, et al. The Genome Analysis Toolkit: aMapReduce framework for analyzing next-generation DNA sequencingdata. Genome Res 2010;20:1297–303.",mjsong1201,7,publication
PMC2935446_Yang-2006,PMC2935446_AN12,PMC2935446,"Yang,M.Q. and Yang,J.Y. (2006) IUP: intrinsically unstructured protein predictor – a software tool for analyzing polypeptide sequences. In Sixth IEEE Symposium on BioInformatics and BioEngineering. IEEE Computer Society, Washington DC, USA, pp. 16–18.",ankimnguyen,8,publication
10.1007%2Fs11123-009-0142-x_Turlach-2007,10.1007%2Fs11123-009-0142-x_AN08,10.1007%2Fs11123-009-0142-x,"Turlach BA, Weingessel A (2007) Quadprog: functions to solve quadratic programming problems. R package version 1.4-11",ankimnguyen,13,publication
PMC3223056_Pritchart_2000a,PMC3223056_PS15,PMC3223056,"Pritchard JK, Stephens M, Donnelly P. 2000. Inference of population structure using multilocus genotype data. Genetics 155,945–959",ppseguel,18,publication
PMC3371588_Toby-2001,PMC3371588_HR01,PMC3371588,"43. Toby, B. H. EXPGUI, a graphical user interface for GSAS.J. Appl. Cryst.34, 210–213 (2001).",henryrossiter,6,publication
PMC3371588_Larson-2004,PMC3371588_HR01,PMC3371588,"42. Larson, A. C. & Von Dreele, R. B. General structure analysis system (GSAS). 86–748 (Los Alamos National Laboratory, 2004).",henryrossiter,6,publication
