selection,coder,article,quote,page,mention_type,certainty,memo
PMC4536843_CM02,anneclarisse,PMC4536843,"RevMan  5.1  (Cochrane  Information  Management  System [IMS]) and Stata software 8.0 (StataCorp LP, College Station, TX, USA) were used to do the statistical analyses.",2,software,10,Explicitly states that it's software.
PMC3384331_MZ17,oceanwall,PMC3384331,"Multiplesequence alignments were generated using T-Coffee (36),Muscle (37) and Praline (38).",3,software,10,"googled software name, confirmed status"
PMC1636350_CM98,anneclarisse,PMC1636350,"The best scores of MUMMALS and the best scores of other programs (ProbCons, MAFFT with different options, MUSCLE, ClustalW) are in bold.",8,software,10,Google
PMC3281721_JWC13,jackchristen,PMC3281721,The hydrophobic interactions correspond to thematching of hydrophobic property spheres (HP1 and HP2) by SUPERPOSE.,6,software,8,looked it up
PMC4763990_MZ09,oceanwall,PMC4763990,Data analysis occurred in MATLAB.,6,software,10,MATLAB is a well known software environment
PMC2731890_FJ27,jasleen29,PMC2731890,Many weak RNAPol-binding sites are not detected in vivo due to low signal-to-noise ratio (12) but PlatProm discriminates them.,10,software,10,verified by google
PMC4666316_TZ09,realrichardparker,PMC4666316,This system was effective in decreasing caregiver burden and depression significantly in depression scores in caregivers with high depression scores at baseline.31,4,software,5,"System refers to e-care, a potential software"
PMC2963841_CM01,anneclarisse,PMC2963841,The analyses were done using SPSS ver 6.0.,6,software,10,Google
PMC2447781_CT33,ctjoe,PMC2447781,pFlexAna uses a reliablestatistical test of structural similarity to demarcate theprotein regions that undergo conformational changes,5,software,9,Article mentions that it is a protein analyzing webserver
PMC3013778_MZ11,oceanwall,PMC3013778,"Web interfaceswere developed using HTML, CSS and JavaScript.",2,software,10,"googled name, confirmed its status from creator page"
PMC3691566_FJ04,jasleen29,PMC3691566,"Fluorescent images were taken with a Zeiss Laser scanning systems LSM 510 Meta (Carl Zeiss, Germany) and processed using Zeiss LSM Image Examiner Version software.",8,software,10,verified
PMC4790474_TL06,tonyli0409,PMC4790474,"Root-mean-square deviation differences
from ideal geometry for bond lengths, angles and dihedrals were
calculated with Phenix (Adams et al. 2010).",9,software,8,googled
PMC3049466_MS02,mjsong1201,PMC3049466,"We used OriginPro 8 (OriginLab, Northampton, MA, USA)software to create graphs, for curve fitting, and statisticaltesting",3,software,10,Data Analysis and Graphing Software
PMC4959023_MS04,mjsong1201,PMC4959023,We used GraphPad Prism 5 to compare experimental groups with multiple control groups using the ANOVA followed by Tuk-ey’s test for multiple comparisons.,2,software,9,a commercial scientific 2D graphing and statistics software
PMC3276086_CB01,carsonbrown19,PMC3276086," GA application restored the growth of
compact EG scions to near normal, as determined by
internode length, accelerated the fruit development process
to levels comparable with those of EG/M fruits, and
resulted in proper flower organogenesis (Supplementary
Fig. S5 at JXB online; Fig. 3A). M",4,other,10,"JBX Online is a journal, not a program/software"
PMC4135079_FJ01,jasleen29,PMC4135079,"For the interested reader we have made the following resources available: the full control datasets to which distributions were fitted, with the corresponding MatLab script; the Bayesian sampling code; the action potential modelling software; and the scripts for generating the figures presented in this article",9,software,10,verified
PMC2935446_AN57,ankimnguyen,PMC2935446,"MxD dataset demonstrate that MFDp significantly outperforms its input methods as well as MD, NORSnet and Ucon when considering the Sw and AUC values and for both all and long-disordered segments.",5,software,10,Google search.
PMC4103437_EK07,evelynkue,PMC4103437," Estimates of variability across the alignment of up to 31 sequences were performed within MEGA version 5.2 ( Tamura et al., 2011 ).",2,software,10,I've seen it in other articles.
PMC2773253_TL86,tonyli0409,PMC2773253," During the
Mobyle to PlayMOBY format conversion step, a service developer
can provide a test dataset for each service input. ",5,software,7,described previously as tool
PMC3223056_PS05,ppseguel,PMC3223056,"Orthology  was  inferred  bybidirectional  best hit analysis (Overbeeket al., 1999) usingtheB. napusgenes as queries for BLASTX searches againsttheA.  thalianaprotein  database  at  TAIR  (http://www.arabidopsis.org). ",4,software,8,"BLAST was mentioned before, but as BLAST2. This is BLASTX"
PMC4667234_JWC02,jackchristen,PMC4667234,The frequency of sphere forming cells in a particular cell type has determined using ELDA web tool at http://bioinf.wehi.edu.au/software/elda,2,software,9,looked it up
PMC2386104_MZ01,oceanwall,PMC2386104,"This idea was supported by in vivo and in vitro GST pull-down assays using GST-PABP (Fig. S1, available at http://www.jcb.org/cgi/content/full/jcb.200708004/DC1).",2,other,10,"GST_PABP is a gene, as ascertained by google search"
PMC1636350_CM110,anneclarisse,PMC1636350,ProbCons (23) and MAFFT (11) are two of the most accurate multiple sequence alignment programs that explore only sequence information.,8,software,10,Google
PMC1636350_CM94,anneclarisse,PMC1636350,MUMMALS shows improvement over MAFFT and Prob-Cons by only a few percent in terms of average alignment quality scores on various testing datasets.,7,software,10,Google
PMC4987885_EK22,evelynkue,PMC4987885,"To usethe full feature set of the NGL viewer an up-to-date webbrowser (tested on the recent versions of Firefox, GoogleChrome, Safari, IE and Edge) is recommended.",3,software,10,Determined to be software.
PMC3028489_PS01,ppseguel,PMC3028489,"Dual-image capture and registration (custom software, DeMotion [8]), in which the motion trace of a simultaneously obtained high signal-to-noise ratio (SNR) reflectance image is used to register a low SNR fluorescence video, was needed [3–5]. Inaddition, to compensate for the longitudinal chromatic aberration of the eye, the reflectance and two-photon excited fluorescence inputs were pre-adjusted to be focused on the same plane within the eye.",4,software,10,it is metioned as a customized software
PMC4038421_YK01,yashkar,PMC4038421,"Because the goal of this research was to identify subgroups
of individuals who use both a smartphone and the internet,
we employed LCA by using the Latent Gold 4.5 (Statistical
Innovations Inc., Bermont, MA, USA) software",3,software,10,Googled and confirmed
PMC4849203_HR02,henryrossiter,PMC4849203,"Mplus 7.2 (Muthen &Muthen, Los Angeles, CA, USA) was used forstructural  multilevel  modelling",3,software,10,googled it
PMC4987885_EK06,evelynkue,PMC4987885,"As fragment-based methods generally provide results muchfaster, they are well suited for web-based tools such as Su-perLooper (17), allowing instant visualization and controlof the results.",1,software,10,Web-based application that views molecules
PMC4436784_MS02,mjsong1201,PMC4436784,"We tried several different deconvolution software packages, but all gave similar results (Supplemental Figure S4).",5,software,10,it says software
PMC4475471_CT02,ctjoe,PMC4475471,Raw scanned data were normalized by using cubic spine algorithm implemented in the GenePattern genomic analysis toolkit,4,software,7,Googled it and it looks like a software that provides analytical tools
PMC3765960_JWC02,jackchristen,PMC3765960,Images were processed in AMIRA 5.3 (Mercury Systems).,10,software,8,looked it up
PMC4455856_TL02,tonyli0409,PMC4455856,"The data were entered, cleaned, and
analyzed using Statistical Package for the Social Sciences version 20.0 and Stata version 12.0. ",1,software,10,past experience
PMC3630384_MS06,mjsong1201,PMC3630384,"In a comparison of mutations with the COSMIC database [19], among 45 highly mutated genes, 21 genes matched to hematopoietic and lymphoid tissue malignancy terms, and 21 genes matched to other cancer types",3,software,7,"COSMIC, the Catalogue Of Somatic Mutations In Cancer, is the world's largest and most comprehensive resource for exploring the impact of somatic mutations in human cancer."
PMC3198078_SG04,sonakshigarg23,PMC3198078,"on, rats were killed. The heart was excised and weighed.Statistical analysis.Values are presented as mean6SEM. SPSS 16.0 (SPSS,Chicago, IL) was used for statistical analysis. Results were compared by one-wayANOVA, followed by Tukey–Kramer pos",3,Software,10,statistical analysis software
PMC3935166_MZ26,oceanwall,PMC3935166,"Toevaluatetheuseof“OnlineTED”inhighereducation,thetoolwastestedwithundergraduatemedicalstudentsandinstructorsinlectures(averagenumberofparti-cipants:200±50)andseminars(averagenumberofparticipants:22±3)ofpharmacologyatTUMinthewintertermof2012/13.",2,software,10,website indicates that it's a web-based app
PMC3025493_FJ03,jasleen29,PMC3025493,"Then, lifetimes were estimated by fitting these results with a mono-exponential function using a non-linear least- squares estimation procedure with Origin 7.5 software (Origin- Lab, Northampton, MA, U.S.A.) or the profile fitting function of the Hamamatsu FLIM analysis software",12,software,10,verified
PMC5132076_MS03,mjsong1201,PMC5132076,"Reads  were  mapped  to  thehuman reference sequence (hg19, GRCH37) using BWA,26andGATK27,28 was used for variant calling, local realignment, basequality  recalibration,  and  variant  recalibration.",2,software,10,"BWA is a software package for mapping low-divergent sequences against a large reference genome, such as the human genome."
PMC3322527_CB21,courtneybroderick,PMC3322527,"Gene expression profiles of all
27 genes were independently validated using qPCR and data was analyzed
using REST 2009 (Pfaffl et al., 2002).",5,software,10,Googled REST and it is a software
PMC4274470_MS01,mjsong1201,PMC4274470,"SAS 9.1 (SAS Institute Inc., Cary, NC, USA) was used to perform all statistical analyses.",2,software,7,Statistical Analysis System
PMC2881384_JWC10,jackchristen,PMC2881384,We developed ascript to transform the MUSCLE alignment,3,software,10,called program
PMC5010096_JWC01,jackchristen,PMC5010096,"The analyses were performed using SPSS software(v.20, IBM), SAS (v.9.3, SAS Institute Inc.) and R(v.2.11, R Foundation).",3,software,10,called software
PMC2447781_CT25,ctjoe,PMC2447781,pFlexAna finds six core regions of significant structuralsimilarity between the proteins and successfully clustersthem into two domains which move independently (seeFigure 1).,4,software,9,mentioned in the article that it is a protein analyzing web server.
PMC3935166_MZ43,oceanwall,PMC3935166,OnlineTED”wasseenonparorsu-periorinallcategorieswhencomparedtoconventionalARsystemsusinghardwareclickers(seeFigure4B).,4,software,10,website indicates that it's a web-based app
PMC4176174_JWC09,jackchristen,PMC4176174,he final validation of the obtained models was performedby comparison of the final 3D map projections and the gen-erated class averages (EMAN),3,software,10,called software
PMC3013778_MZ09,oceanwall,PMC3013778,TADB runs on a Linuxplatform with the Apache web-server.,2,software,10,"googled name, confirmed its status from creator page"
PMC4823393_CM01,anneclarisse,PMC4823393,"tatistical analysiswas performed using SPSS Statistics Amos V.22.0 (IBMCorporation, Armonk, USA).",2,software,10,Google
PMC3384331_MZ13,oceanwall,PMC3384331,Conserved protein sig-nature sequences were determined using InterProScan(32).,3,software,10,"googled software name, confirmed status"
PMC4589266_JWC01,jackchristen,PMC4589266,"Voxel-wise statistical analy-sis of the diffusion-weighted data was carried out using TBSS,37part of the FSL (v5.0.6; University of Oxford, Oxford UK) softwarepackage",3,software,10,called software package
PMC3130168_EK14,evelynkue,PMC3130168,Thephylogenetic tree was generated by MEGA 4.0 software,6,software,10,A software that maps genes.
